CensusArea,Age,Population
0801907070,55-59,104
0801907070,60-64,74
0801907070,65-69,71
0801907070,70-74,75
0801907070,75-79,58
0801907070,80-84,39
0801907070,85-89,43
0801907070,90-94,14
0801907070,95-99,3
0801907070,100,0
0801907071,0-4,33
0801907071,5-9,50
0801907071,10-14,58
0801907071,15-19,53
0801907071,20-24,65
0801907071,25-29,73
0801907071,30-34,90
0801907071,35-39,79
0801907071,40-44,83
0801907071,45-49,100
0801907071,50-54,102
0801907071,55-59,89
0801907071,60-64,90
0801907071,65-69,82
0801907071,70-74,94
0801907071,75-79,88
0801907071,80-84,58
0801907071,85-89,49
0801907071,90-94,16
0801907071,95-99,5
0801907071,100,1
0801907072,0-4,41
0801907072,5-9,51
0801907072,10-14,58
0801907072,15-19,77
0801907072,20-24,78
0801907072,25-29,98
0801907072,30-34,87
0801907072,35-39,89
0801907072,40-44,106
0801907072,45-49,144
0801907072,50-54,101
0801907072,55-59,116
0801907072,60-64,83
0801907072,65-69,59
0801907072,70-74,62
0801907072,75-79,71
0801907072,80-84,50
0801907072,85-89,37
0801907072,90-94,23
0801907072,95-99,4
0801907072,100,2
0801907073,0-4,48
0801907073,5-9,43
0801907073,10-14,52
0801907073,15-19,46
0801907073,20-24,48
0801907073,25-29,59
0801907073,30-34,93
0801907073,35-39,71
0801907073,40-44,81
0801907073,45-49,90
0801907073,50-54,84
0801907073,55-59,67
0801907073,60-64,60
0801907073,65-69,64
0801907073,70-74,74
0801907073,75-79,78
0801907073,80-84,40
0801907073,85-89,35
0801907073,90-94,15
0801907073,95-99,6
0801907073,100,0
0801907074,0-4,74
0801907074,5-9,68
0801907074,10-14,76
0801907074,15-19,72
0801907074,20-24,102
0801907074,25-29,105
0801907074,30-34,94
0801907074,35-39,99
0801907074,40-44,131
0801907074,45-49,138
0801907074,50-54,140
0801907074,55-59,149
0801907074,60-64,86
0801907074,65-69,80
0801907074,70-74,72
0801907074,75-79,67
0801907074,80-84,54
0801907074,85-89,47
0801907074,90-94,29
0801907074,95-99,4
0801907074,100,0
0801907075,0-4,33
0801907075,5-9,48
0801907075,10-14,53
0801907075,15-19,48
0801907075,20-24,64
0801907075,25-29,86
0801907075,30-34,97
0801907075,35-39,73
0801907075,40-44,97
0801907075,45-49,100
0801907075,50-54,84
0801907075,55-59,75
0801907075,60-64,73
0801907075,65-69,45
0801907075,70-74,56
0801907075,75-79,76
0801907075,80-84,51
0801907075,85-89,38
0801907075,90-94,16
0801907075,95-99,3
0801907075,100,0
0801907076,0-4,34
0801907076,5-9,51
0801907076,10-14,71
0801907076,15-19,65
0801907076,20-24,82
0801907076,25-29,68
0801907076,30-34,91
0801907076,35-39,87
0801907076,40-44,120
0801907076,45-49,109
0801907076,50-54,120
0801907076,55-59,91
0801907076,60-64,67
0801907076,65-69,56
0801907076,70-74,72
0801907076,75-79,84
0801907076,80-84,44
0801907076,85-89,47
0801907076,90-94,14
0801907076,95-99,7
0801907076,100,2
0801907077,0-4,39
0801907077,5-9,53
0801907077,10-14,59
0801907077,15-19,61
0801907077,20-24,87
0801907077,25-29,78
0801907077,30-34,85
0801907077,35-39,75
0801907077,40-44,112
0801907077,45-49,121
0801907077,50-54,118
0801907077,55-59,118
0801907077,60-64,64
0801907077,65-69,58
0801907077,70-74,52
0801907077,75-79,57
0801907077,80-84,49
0801907077,85-89,26
0801907077,90-94,11
0801907077,95-99,4
0801907077,100,0
0801907078,0-4,67
0801907078,5-9,57
0801907078,10-14,65
0801907078,15-19,64
0801907078,20-24,63
0801907078,25-29,75
0801907078,30-34,102
0801907078,35-39,116
0801907078,40-44,118
0801907078,45-49,129
0801907078,50-54,103
0801907078,55-59,84
0801907078,60-64,69
0801907078,65-69,68
0801907078,70-74,65
0801907078,75-79,69
0801907078,80-84,48
0801907078,85-89,25
0801907078,90-94,13
0801907078,95-99,4
0801907078,100,0
0801907079,0-4,47
0801907079,5-9,60
0801907079,10-14,74
0801907079,15-19,70
0801907079,20-24,82
0801907079,25-29,101
0801907079,30-34,109
0801907079,35-39,113
0801907079,40-44,100
0801907079,45-49,136
0801907079,50-54,96
0801907079,55-59,93
0801907079,60-64,70
0801907079,65-69,68
0801907079,70-74,107
0801907079,75-79,76
0801907079,80-84,50
0801907079,85-89,47
0801907079,90-94,14
0801907079,95-99,4
0801907079,100,1
0801907080,0-4,62
0801907080,5-9,100
0801907080,10-14,116
0801907080,15-19,89
0801907080,20-24,91
0801907080,25-29,110
0801907080,30-34,100
0801907080,35-39,129
0801907080,40-44,162
0801907080,45-49,203
0801907080,50-54,117
0801907080,55-59,104
0801907080,60-64,88
0801907080,65-69,71
0801907080,70-74,91
0801907080,75-79,72
0801907080,80-84,56
0801907080,85-89,31
0801907080,90-94,8
0801907080,95-99,2
0801907080,100,0
0801907081,0-4,47
0801907081,5-9,66
0801907081,10-14,65
0801907081,15-19,95
0801907081,20-24,122
0801907081,25-29,107
0801907081,30-34,125
0801907081,35-39,116
0801907081,40-44,124
0801907081,45-49,140
0801907081,50-54,145
0801907081,55-59,144
0801907081,60-64,149
0801907081,65-69,130
0801907081,70-74,95
0801907081,75-79,88
0801907081,80-84,68
0801907081,85-89,43
0801907081,90-94,30
0801907081,95-99,5
0801907081,100,1
0801907082,0-4,31
0801907082,5-9,38
0801907082,10-14,50
0801907082,15-19,58
0801907082,20-24,76
0801907082,25-29,81
0801907082,30-34,80
0801907082,35-39,85
0801907082,40-44,90
0801907082,45-49,105
0801907082,50-54,113
0801907082,55-59,102
0801907082,60-64,65
0801907082,65-69,49
0801907082,70-74,49
0801907082,75-79,55
0801907082,80-84,48
0801907082,85-89,35
0801907082,90-94,14
0801907082,95-99,4
0801907082,100,0
0801907083,0-4,51
0801907083,5-9,54
0801907083,10-14,54
0801907083,15-19,53
0801907083,20-24,77
0801907083,25-29,104
0801907083,30-34,92
0801907083,35-39,85
0801907083,40-44,115
0801907083,45-49,127
0801907083,50-54,94
0801907083,55-59,70
0801907083,60-64,76
0801907083,65-69,73
0801907083,70-74,68
0801907083,75-79,64
0801907083,80-84,67
0801907083,85-89,44
0801907083,90-94,11
0801907083,95-99,3
0801907083,100,0
0801907084,0-4,52
0801907084,5-9,65
0801907084,10-14,56
0801907084,15-19,51
0801907084,20-24,70
0801907084,25-29,106
0801907084,30-34,102
0801907084,35-39,95
0801907084,40-44,124
0801907084,45-49,112
0801907084,50-54,106
0801907084,55-59,94
0801907084,60-64,61
0801907084,65-69,67
0801907084,70-74,77
0801907084,75-79,55
0801907084,80-84,34
0801907084,85-89,30
0801907084,90-94,14
0801907084,95-99,6
0801907084,100,0
0801907085,0-4,28
0801907085,5-9,48
0801907085,10-14,62
0801907085,15-19,66
0801907085,20-24,76
0801907085,25-29,91
0801907085,30-34,94
0801907085,35-39,84
0801907085,40-44,89
0801907085,45-49,101
0801907085,50-54,125
0801907085,55-59,99
0801907085,60-64,80
0801907085,65-69,67
0801907085,70-74,67
0801907085,75-79,41
0801907085,80-84,29
0801907085,85-89,24
0801907085,90-94,12
0801907085,95-99,6
0801907085,100,1
0801907086,0-4,67
0801907086,5-9,74
0801907086,10-14,67
0801907086,15-19,72
0801907086,20-24,63
0801907086,25-29,98
0801907086,30-34,129
0801907086,35-39,113
0801907086,40-44,121
0801907086,45-49,110
0801907086,50-54,103
0801907086,55-59,99
0801907086,60-64,87
0801907086,65-69,70
0801907086,70-74,66
0801907086,75-79,56
0801907086,80-84,48
0801907086,85-89,40
0801907086,90-94,10
0801907086,95-99,4
0801907086,100,0
0801907087,0-4,59
0801907087,5-9,78
0801907087,10-14,63
0801907087,15-19,61
0801907087,20-24,80
0801907087,25-29,98
0801907087,30-34,120
0801907087,35-39,117
0801907087,40-44,129
0801907087,45-49,145
0801907087,50-54,115
0801907087,55-59,99
0801907087,60-64,104
0801907087,65-69,83
0801907087,70-74,87
0801907087,75-79,85
0801907087,80-84,57
0801907087,85-89,36
0801907087,90-94,22
0801907087,95-99,6
0801907087,100,1
0801907088,0-4,72
0801907088,5-9,84
0801907088,10-14,68
0801907088,15-19,99
0801907088,20-24,99
0801907088,25-29,121
0801907088,30-34,133
0801907088,35-39,138
0801907088,40-44,142
0801907088,45-49,134
0801907088,50-54,163
0801907088,55-59,125
0801907088,60-64,88
0801907088,65-69,56
0801907088,70-74,53
0801907088,75-79,54
0801907088,80-84,50
0801907088,85-89,42
0801907088,90-94,11
0801907088,95-99,3
0801907088,100,0
0801907089,0-4,47
0801907089,5-9,63
0801907089,10-14,45
0801907089,15-19,59
0801907089,20-24,78
0801907089,25-29,96
0801907089,30-34,79
0801907089,35-39,103
0801907089,40-44,117
0801907089,45-49,87
0801907089,50-54,110
0801907089,55-59,89
0801907089,60-64,81
0801907089,65-69,65
0801907089,70-74,61
0801907089,75-79,83
0801907089,80-84,74
0801907089,85-89,49
0801907089,90-94,19
0801907089,95-99,8
0801907089,100,2
0801907090,0-4,88
0801907090,5-9,71
0801907090,10-14,67
0801907090,15-19,62
0801907090,20-24,80
0801907090,25-29,73
0801907090,30-34,116
0801907090,35-39,99
0801907090,40-44,112
0801907090,45-49,119
0801907090,50-54,108
0801907090,55-59,107
0801907090,60-64,76
0801907090,65-69,65
0801907090,70-74,69
0801907090,75-79,65
0801907090,80-84,51
0801907090,85-89,38
0801907090,90-94,12
0801907090,95-99,5
0801907090,100,0
0801907091,0-4,40
0801907091,5-9,43
0801907091,10-14,57
0801907091,15-19,56
0801907091,20-24,71
0801907091,25-29,68
0801907091,30-34,90
0801907091,35-39,76
0801907091,40-44,87
0801907091,45-49,113
0801907091,50-54,96
0801907091,55-59,103
0801907091,60-64,61
0801907091,65-69,62
0801907091,70-74,49
0801907091,75-79,46
0801907091,80-84,54
0801907091,85-89,45
0801907091,90-94,20
0801907091,95-99,4
0801907091,100,1
0801907092,0-4,50
0801907092,5-9,65
0801907092,10-14,58
0801907092,15-19,63
0801907092,20-24,83
0801907092,25-29,131
0801907092,30-34,114
0801907092,35-39,98
0801907092,40-44,106
0801907092,45-49,100
0801907092,50-54,104
0801907092,55-59,117
0801907092,60-64,70
0801907092,65-69,40
0801907092,70-74,43
0801907092,75-79,36
0801907092,80-84,63
0801907092,85-89,105
0801907092,90-94,41
0801907092,95-99,5
0801907092,100,2
0801907093,0-4,65
0801907093,5-9,56
0801907093,10-14,86
0801907093,15-19,145
0801907093,20-24,84
0801907093,25-29,102
0801907093,30-34,126
0801907093,35-39,108
0801907093,40-44,103
0801907093,45-49,98
0801907093,50-54,133
0801907093,55-59,126
0801907093,60-64,107
0801907093,65-69,84
0801907093,70-74,91
0801907093,75-79,68
0801907093,80-84,69
0801907093,85-89,64
0801907093,90-94,23
0801907093,95-99,2
0801907093,100,0
0801907094,0-4,43
0801907094,5-9,50
0801907094,10-14,48
0801907094,15-19,48
0801907094,20-24,49
0801907094,25-29,82
0801907094,30-34,100
0801907094,35-39,85
0801907094,40-44,88
0801907094,45-49,88
0801907094,50-54,91
0801907094,55-59,129
0801907094,60-64,71
0801907094,65-69,33
0801907094,70-74,45
0801907094,75-79,52
0801907094,80-84,46
0801907094,85-89,66
0801907094,90-94,44
0801907094,95-99,7
0801907094,100,1
0801907095,0-4,48
0801907095,5-9,43
0801907095,10-14,76
0801907095,15-19,73
0801907095,20-24,110
0801907095,25-29,128
0801907095,30-34,134
0801907095,35-39,98
0801907095,40-44,88
0801907095,45-49,111
0801907095,50-54,114
0801907095,55-59,134
0801907095,60-64,88
0801907095,65-69,66
0801907095,70-74,61
0801907095,75-79,35
0801907095,80-84,40
0801907095,85-89,69
0801907095,90-94,33
0801907095,95-99,6
0801907095,100,0
0801907096,0-4,49
0801907096,5-9,60
0801907096,10-14,57
0801907096,15-19,70
0801907096,20-24,77
0801907096,25-29,101
0801907096,30-34,99
0801907096,35-39,79
0801907096,40-44,94
0801907096,45-49,103
0801907096,50-54,125
0801907096,55-59,156
0801907096,60-64,91
0801907096,65-69,57
0801907096,70-74,30
0801907096,75-79,39
0801907096,80-84,69
0801907096,85-89,74
0801907096,90-94,28
0801907096,95-99,5
0801907096,100,0
0801907097,0-4,30
0801907097,5-9,24
0801907097,10-14,34
0801907097,15-19,28
0801907097,20-24,32
0801907097,25-29,39
0801907097,30-34,38
0801907097,35-39,51
0801907097,40-44,59
0801907097,45-49,47
0801907097,50-54,66
0801907097,55-59,60
0801907097,60-64,50
0801907097,65-69,33
0801907097,70-74,32
0801907097,75-79,34
0801907097,80-84,60
0801907097,85-89,84
0801907097,90-94,50
0801907097,95-99,29
0801907097,100,2
0801907098,0-4,86
0801907098,5-9,100
0801907098,10-14,114
0801907098,15-19,100
0801907098,20-24,122
0801907098,25-29,110
0801907098,30-34,79
0801907098,35-39,133
0801907098,40-44,160
0801907098,45-49,178
0801907098,50-54,151
0801907098,55-59,184
0801907098,60-64,130
0801907098,65-69,120
0801907098,70-74,114
0801907098,75-79,98
0801907098,80-84,82
0801907098,85-89,37
0801907098,90-94,37
0801907098,95-99,14
0801907098,100,3
0801907099,0-4,26
0801907099,5-9,34
0801907099,10-14,22
0801907099,15-19,40
0801907099,20-24,43
0801907099,25-29,68
0801907099,30-34,68
0801907099,35-39,59
0801907099,40-44,61
0801907099,45-49,43
0801907099,50-54,64
0801907099,55-59,93
0801907099,60-64,157
0801907099,65-69,104
0801907099,70-74,60
0801907099,75-79,37
0801907099,80-84,22
0801907099,85-89,17
0801907099,90-94,5
0801907099,95-99,1
0801907099,100,0
0801907100,0-4,37
0801907100,5-9,43
0801907100,10-14,43
0801907100,15-19,41
0801907100,20-24,44
0801907100,25-29,59
0801907100,30-34,71
0801907100,35-39,55
0801907100,40-44,73
0801907100,45-49,93
0801907100,50-54,84
0801907100,55-59,79
0801907100,60-64,66
0801907100,65-69,57
0801907100,70-74,66
0801907100,75-79,122
0801907100,80-84,80
0801907100,85-89,53
0801907100,90-94,19
0801907100,95-99,5
0801907100,100,0
0801907101,0-4,42
0801907101,5-9,45
0801907101,10-14,49
0801907101,15-19,58
0801907101,20-24,60
0801907101,25-29,87
0801907101,30-34,86
0801907101,35-39,69
0801907101,40-44,91
0801907101,45-49,111
0801907101,50-54,122
0801907101,55-59,88
0801907101,60-64,77
0801907101,65-69,52
0801907101,70-74,85
0801907101,75-79,134
0801907101,80-84,87
0801907101,85-89,88
0801907101,90-94,52
0801907101,95-99,21
0801907101,100,0
0801907102,0-4,38
0801907102,5-9,52
0801907102,10-14,36
0801907102,15-19,22
0801907102,20-24,29
0801907102,25-29,35
0801907102,30-34,37
0801907102,35-39,69
0801907102,40-44,83
0801907102,45-49,66
0801907102,50-54,58
0801907102,55-59,49
0801907102,60-64,35
0801907102,65-69,13
0801907102,70-74,21
0801907102,75-79,15
0801907102,80-84,11
0801907102,85-89,17
0801907102,90-94,4
0801907102,95-99,1
0801907102,100,0
0801907103,0-4,50
0801907103,5-9,62
0801907103,10-14,52
0801907103,15-19,65
0801907103,20-24,157
0801907103,25-29,133
0801907103,30-34,109
0801907103,35-39,89
0801907103,40-44,93
0801907103,45-49,95
0801907103,50-54,108
0801907103,55-59,103
0801907103,60-64,104
0801907103,65-69,66
0801907103,70-74,68
0801907103,75-79,57
0801907103,80-84,35
0801907103,85-89,40
0801907103,90-94,23
0801907103,95-99,8
0801907103,100,2
0801907104,0-4,61
0801907104,5-9,69
0801907104,10-14,75
0801907104,15-19,84
0801907104,20-24,67
0801907104,25-29,81
0801907104,30-34,101
0801907104,35-39,104
0801907104,40-44,116
0801907104,45-49,124
0801907104,50-54,132
0801907104,55-59,102
0801907104,60-64,90
0801907104,65-69,68
0801907104,70-74,69
0801907104,75-79,97
0801907104,80-84,69
0801907104,85-89,42
0801907104,90-94,24
0801907104,95-99,5
0801907104,100,1
0801907105,0-4,30
0801907105,5-9,31
0801907105,10-14,45
0801907105,15-19,45
0801907105,20-24,43
0801907105,25-29,50
0801907105,30-34,58
0801907105,35-39,56
0801907105,40-44,55
0801907105,45-49,74
0801907105,50-54,78
0801907105,55-59,84
0801907105,60-64,83
0801907105,65-69,66
0801907105,70-74,92
0801907105,75-79,53
0801907105,80-84,36
0801907105,85-89,29
0801907105,90-94,21
0801907105,95-99,3
0801907105,100,0
0801907106,0-4,42
0801907106,5-9,47
0801907106,10-14,60
0801907106,15-19,67
0801907106,20-24,52
0801907106,25-29,47
0801907106,30-34,64
0801907106,35-39,74
0801907106,40-44,100
0801907106,45-49,94
0801907106,50-54,87
0801907106,55-59,82
0801907106,60-64,77
0801907106,65-69,63
0801907106,70-74,46
0801907106,75-79,45
0801907106,80-84,46
0801907106,85-89,59
0801907106,90-94,30
0801907106,95-99,7
0801907106,100,2
0801907107,0-4,37
0801907107,5-9,38
0801907107,10-14,59
0801907107,15-19,61
0801907107,20-24,53
0801907107,25-29,57
0801907107,30-34,66
0801907107,35-39,62
0801907107,40-44,78
0801907107,45-49,100
0801907107,50-54,83
0801907107,55-59,96
0801907107,60-64,74
0801907107,65-69,54
0801907107,70-74,69
0801907107,75-79,80
0801907107,80-84,43
0801907107,85-89,40
0801907107,90-94,12
0801907107,95-99,5
0801907107,100,1
0801907108,0-4,49
0801907108,5-9,48
0801907108,10-14,52
0801907108,15-19,54
0801907108,20-24,63
0801907108,25-29,71
0801907108,30-34,60
0801907108,35-39,79
0801907108,40-44,89
0801907108,45-49,94
0801907108,50-54,108
0801907108,55-59,95
0801907108,60-64,70
0801907108,65-69,61
0801907108,70-74,85
0801907108,75-79,80
0801907108,80-84,51
0801907108,85-89,33
0801907108,90-94,16
0801907108,95-99,2
0801907108,100,1
0801907109,0-4,54
0801907109,5-9,66
0801907109,10-14,81
0801907109,15-19,75
0801907109,20-24,75
0801907109,25-29,80
0801907109,30-34,125
0801907109,35-39,110
0801907109,40-44,116
0801907109,45-49,144
0801907109,50-54,129
0801907109,55-59,111
0801907109,60-64,98
0801907109,65-69,77
0801907109,70-74,81
0801907109,75-79,110
0801907109,80-84,84
0801907109,85-89,41
0801907109,90-94,17
0801907109,95-99,4
0801907109,100,0
0801907110,0-4,22
0801907110,5-9,35
0801907110,10-14,38
0801907110,15-19,44
0801907110,20-24,45
0801907110,25-29,42
0801907110,30-34,55
0801907110,35-39,43
0801907110,40-44,56
0801907110,45-49,74
0801907110,50-54,52
0801907110,55-59,91
0801907110,60-64,68
0801907110,65-69,38
0801907110,70-74,62
0801907110,75-79,49
0801907110,80-84,55
0801907110,85-89,78
0801907110,90-94,40
0801907110,95-99,11
0801907110,100,4
0801907111,0-4,27
0801907111,5-9,32
0801907111,10-14,44
0801907111,15-19,49
0801907111,20-24,37
0801907111,25-29,31
0801907111,30-34,34
0801907111,35-39,30
0801907111,40-44,68
0801907111,45-49,67
0801907111,50-54,75
0801907111,55-59,62
0801907111,60-64,41
0801907111,65-69,44
0801907111,70-74,68
0801907111,75-79,80
0801907111,80-84,53
0801907111,85-89,49
0801907111,90-94,22
0801907111,95-99,5
0801907111,100,1
0801907112,0-4,49
0801907112,5-9,43
0801907112,10-14,65
0801907112,15-19,77
0801907112,20-24,69
0801907112,25-29,80
0801907112,30-34,65
0801907112,35-39,79
0801907112,40-44,85
